image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
Downdog\00000014.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5955697,0.57568467,0.60111827,0.6313555,0.0,0.0,0.6481501,0.6735157,0.0,0.0,0.74226016,0.8251915,0.50107956,0.35373852,0.5018255,0.3597182,0.3534041,0.32800174,0.3474276,0.36141795,0.27403745,0.5575799,0.2101394,0.64007
Downdog\00000016.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6529337,0.5131206,0.0,0.0,0.7199119,0.7359749,0.0,0.0,0.836123,0.87701994,0.472939,0.29812765,0.45532688,0.31477836,0.30314046,0.33374244,0.28812736,0.42066777,0.17815188,0.6001234,0.15628561,0.7005223
Downdog\00000017.jpg,Downdog,0.43138838,0.6191514,0.4230117,0.60629356,0.0,0.0,0.42260304,0.5762265,0.0,0.0,0.46400556,0.5411045,0.42369562,0.49394903,0.41873136,0.7117318,0.3468382,0.6111333,0.28134507,0.8315871,0.2739865,0.7725045,0.64804596,0.2940489,0.6198691,0.3011236,0.7376629,0.4849765,0.7321879,0.45379615,0.85762197,0.6900835,0.8172363,0.65736616
Downdog\00000018.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.36619264,0.6883113,0.0,0.0,0.37953869,0.6165539,0.3838044,0.60603815,0.36382,0.7078031,0.37630996,0.6788206,0.29683676,0.82815534,0.3142171,0.81547207,0.52567405,0.42747515,0.5243239,0.44909006,0.61380696,0.5849937,0.60979253,0.5826051,0.7200136,0.76757437,0.7043055,0.77251077
Downdog\00000019.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3881899,0.52367187,0.4044333,0.47088543,0.37461418,0.63565934,0.0,0.0,0.27677527,0.77456504,0.0,0.0,0.57920283,0.28436577,0.5857502,0.29276943,0.6651516,0.49769524,0.6808221,0.48856452,0.80846024,0.7081897,0.80124635,0.7281566
Downdog\00000020.jpg,Downdog,0.60679114,0.7181819,0.0,0.0,0.6272059,0.6912138,0.0,0.0,0.66013205,0.660371,0.5849096,0.55943495,0.6578217,0.5838135,0.0,0.0,0.74071085,0.6004736,0.0,0.0,0.8147135,0.8202493,0.45691043,0.3063425,0.48994714,0.3025239,0.36140662,0.38863057,0.38013637,0.41140017,0.2662749,0.5518236,0.25499898,0.6770932
Downdog\00000022.jpg,Downdog,0.37635508,0.73869497,0.36871457,0.7170793,0.0,0.0,0.361439,0.6734401,0.0,0.0,0.37197658,0.6047474,0.4105687,0.53530693,0.29500666,0.7190691,0.0,0.0,0.19969702,0.8347306,0.0,0.0,0.56257784,0.30633387,0.5735998,0.3066014,0.7055907,0.5190914,0.69747204,0.48093984,0.86233103,0.73564506,0.8278748,0.68427175
Downdog\00000023.jpg,Downdog,0.36875957,0.6582743,0.35677394,0.64356375,0.0,0.0,0.3378979,0.6077675,0.0,0.0,0.3492434,0.5928,0.42322987,0.43295527,0.32799646,0.8275912,0.0,0.0,0.0,0.0,0.0,0.0,0.5708242,0.22931696,0.6270014,0.19415574,0.636294,0.39850864,0.7366134,0.38411716,0.7633662,0.60516816,0.8503498,0.617892
Downdog\00000024.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42069793,0.5590147,0.3998551,0.5319057,0.34232005,0.7643556,0.0,0.0,0.0,0.0,0.0,0.0,0.5786353,0.40324372,0.56207925,0.42116138,0.700549,0.33248967,0.6845269,0.3355988,0.8605608,0.6906125,0.8336935,0.6850274
Downdog\00000025.jpg,Downdog,0.6164226,0.7200222,0.0,0.0,0.6253555,0.6856018,0.0,0.0,0.65160984,0.64971393,0.65174615,0.5637952,0.649969,0.5659291,0.74083936,0.71536195,0.74289286,0.6955985,0.8445821,0.87555116,0.8390978,0.8788052,0.42641622,0.23069628,0.42450744,0.21631157,0.32642284,0.37239742,0.3134026,0.4162549,0.0,0.0,0.0,0.0
Downdog\00000026.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6462688,0.60177726,0.65076935,0.5979699,0.0,0.0,0.70365053,0.60649776,0.0,0.0,0.79982615,0.7725181,0.5235906,0.43233597,0.53176326,0.41683653,0.38810974,0.38900667,0.42126447,0.39920333,0.27701718,0.6242374,0.28299457,0.6680295
Downdog\00000027.jpg,Downdog,0.0,0.0,0.3699591,0.6592288,0.0,0.0,0.35272676,0.60886604,0.0,0.0,0.35661384,0.5371645,0.47214022,0.4196117,0.26506424,0.72268575,0.0,0.0,0.19385433,0.81772,0.0,0.0,0.60868347,0.2418026,0.6934492,0.2245011,0.5983063,0.40047276,0.73097026,0.4031269,0.71469414,0.64605904,0.8687447,0.70940137
Downdog\00000029.jpg,Downdog,0.52121913,0.74197215,0.0,0.0,0.0,0.0,0.0,0.0,0.49397564,0.70922434,0.43559116,0.6517245,0.5024314,0.6586693,0.38118485,0.68683463,0.0,0.0,0.0,0.0,0.0,0.0,0.6632364,0.34099367,0.72526836,0.37796593,0.64243203,0.46737826,0.76749384,0.5321542,0.7278146,0.6687852,0.84354115,0.7076852
Downdog\00000030.jpg,Downdog,0.44288984,0.58997065,0.43020034,0.5820493,0.0,0.0,0.4130703,0.56055355,0.0,0.0,0.42836934,0.53366524,0.45151344,0.4565448,0.3824443,0.7176218,0.40635663,0.5594514,0.28065374,0.7997829,0.28482756,0.7190812,0.622098,0.26199228,0.63564426,0.25640342,0.7310795,0.42424718,0.7467925,0.3805749,0.84798986,0.63593686,0.8206204,0.59558564
Downdog\00000031.jpg,Downdog,0.44239026,0.754879,0.42564422,0.7383174,0.4460711,0.744087,0.3972923,0.6730963,0.0,0.0,0.40247807,0.5227012,0.41650304,0.5513986,0.3876528,0.5026208,0.3768712,0.5406063,0.24409762,0.8491366,0.0,0.0,0.5632232,0.1593309,0.56865454,0.21322969,0.65763134,0.40554526,0.67308575,0.43988395,0.82175636,0.7396199,0.790304,0.7490043
Downdog\00000032.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.50045365,0.83956033,0.6060271,0.8079225,0.4807097,0.6892625,0.6057085,0.7133129,0.0,0.0,0.7321398,0.78322554,0.0,0.0,0.8440601,0.92534953,0.36457032,0.330478,0.4250694,0.32435152,0.25866783,0.5929949,0.27997532,0.575122,0.16524473,0.6955034,0.1626502,0.7966436
Downdog\00000033.jpg,Downdog,0.6977801,0.73251426,0.0,0.0,0.70226496,0.6890954,0.0,0.0,0.6972675,0.63030404,0.64619815,0.5025653,0.66819954,0.5696806,0.0,0.0,0.72211,0.75052154,0.0,0.0,0.8241197,0.891147,0.46690416,0.35090384,0.4730971,0.36441037,0.3774419,0.33064082,0.35462683,0.40551454,0.24963698,0.5469491,0.19578882,0.6795478
Downdog\00000037.jpg,Downdog,0.37711424,0.7752694,0.0,0.0,0.0,0.0,0.30676678,0.7467068,0.36987117,0.7462662,0.28310126,0.6943587,0.42131948,0.6729317,0.22574769,0.7937819,0.6351303,0.7294349,0.16895805,0.91418916,0.7344743,0.8257502,0.4620428,0.44853038,0.5236943,0.46786872,0.6908659,0.6561503,0.73505133,0.65707684,0.87882787,0.72974384,0.8676874,0.73643243
Downdog\00000038.jpg,Downdog,0.36586353,0.540167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32603043,0.50637007,0.34984773,0.45336884,0.29508847,0.63227993,0.32150167,0.52644634,0.21523106,0.7470755,0.2544242,0.6740047,0.44529542,0.2675891,0.4629027,0.27460173,0.55800027,0.4065863,0.6119455,0.39439493,0.6933813,0.56147367,0.69758415,0.5714364
Downdog\00000039.jpg,Downdog,0.46356803,0.6434533,0.44829005,0.6265435,0.46719417,0.6259563,0.4150032,0.5980166,0.0,0.0,0.40635023,0.5132586,0.40166968,0.5637118,0.34661138,0.5071836,0.0,0.0,0.21778552,0.8135096,0.0,0.0,0.55055124,0.30841795,0.54294604,0.36652264,0.6705121,0.3883629,0.66390514,0.43824083,0.84516656,0.77947885,0.8213068,0.84103143
Downdog\00000041.jpg,Downdog,0.3223117,0.5025964,0.3109075,0.485188,0.0,0.0,0.31788668,0.44614717,0.0,0.0,0.36922795,0.4432821,0.37075126,0.412915,0.30169922,0.65301687,0.32426605,0.51845056,0.16542637,0.7826793,0.0,0.0,0.6200023,0.28224048,0.6100302,0.30296442,0.7436584,0.4542561,0.7032098,0.47024933,0.8789648,0.69218874,0.7855989,0.6348353
Downdog\00000044.jpg,Downdog,0.52121913,0.74197215,0.0,0.0,0.0,0.0,0.0,0.0,0.49397564,0.70922434,0.43559116,0.6517245,0.5024314,0.6586693,0.38118485,0.68683463,0.0,0.0,0.0,0.0,0.0,0.0,0.6632364,0.34099367,0.72526836,0.37796593,0.64243203,0.46737826,0.76749384,0.5321542,0.7278146,0.6687852,0.84354115,0.7076852
Downdog\00000045.jpg,Downdog,0.44239026,0.754879,0.42564422,0.7383174,0.4460711,0.744087,0.3972923,0.6730963,0.0,0.0,0.40247807,0.5227012,0.41650304,0.5513986,0.3876528,0.5026208,0.3768712,0.5406063,0.24409762,0.8491366,0.0,0.0,0.5632232,0.1593309,0.56865454,0.21322969,0.65763134,0.40554526,0.67308575,0.43988395,0.82175636,0.7396199,0.790304,0.7490043
Downdog\00000046.jpg,Downdog,0.6977801,0.73251426,0.0,0.0,0.70226496,0.6890954,0.0,0.0,0.6972675,0.63030404,0.64619815,0.5025653,0.66819954,0.5696806,0.0,0.0,0.72211,0.75052154,0.0,0.0,0.8241197,0.891147,0.46690416,0.35090384,0.4730971,0.36441037,0.3774419,0.33064082,0.35462683,0.40551454,0.24963698,0.5469491,0.19578882,0.6795478
Downdog\00000047.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999581,0.67267597,0.5876412,0.6975201,0.0,0.0,0.64495575,0.76654655,0.0,0.0,0.7267288,0.89816475,0.4459552,0.43687156,0.434007,0.4342493,0.37624985,0.6214893,0.32217893,0.6458808,0.31142634,0.7866893,0.20342734,0.86157024
Downdog\00000048.jpg,Downdog,0.3100345,0.53676146,0.2807534,0.51266885,0.0,0.0,0.25927413,0.45551693,0.0,0.0,0.3218951,0.42011413,0.3289999,0.42526805,0.3183978,0.63827807,0.0,0.0,0.23198494,0.81368345,0.0,0.0,0.60414076,0.22019356,0.60110736,0.25014383,0.73721325,0.49524972,0.72320503,0.49473333,0.8363731,0.69624037,0.8157724,0.64668804
Downdog\00000049.jpg,Downdog,0.44111603,0.7833101,0.43433276,0.76180744,0.4446532,0.77414507,0.41863084,0.6928884,0.44118533,0.71080184,0.41184393,0.5683575,0.4339767,0.6064894,0.33754504,0.6436641,0.0,0.0,0.0,0.0,0.0,0.0,0.5671629,0.23933735,0.5986191,0.29534623,0.57991534,0.26973936,0.67298424,0.38242662,0.6530671,0.6039446,0.80962074,0.708294
Downdog\00000050.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36635056,0.63638365,0.0,0.0,0.33060312,0.7158852,0.0,0.0,0.2344245,0.83135784,0.0,0.0,0.47568113,0.42435178,0.51155,0.4299563,0.5654596,0.3661283,0.6217483,0.37487522,0.7210711,0.6610886,0.76888317,0.6983235
Downdog\00000053.jpg,Downdog,0.46356803,0.6434533,0.44829005,0.6265435,0.46719417,0.6259563,0.4150032,0.5980166,0.0,0.0,0.40635023,0.5132586,0.40166968,0.5637118,0.34661138,0.5071836,0.0,0.0,0.21778552,0.8135096,0.0,0.0,0.55055124,0.30841795,0.54294604,0.36652264,0.6705121,0.3883629,0.66390514,0.43824083,0.84516656,0.77947885,0.8213068,0.84103143
Downdog\00000055.jpg,Downdog,0.4248713,0.73552734,0.41804466,0.7350382,0.0,0.0,0.40824538,0.7231805,0.0,0.0,0.41893083,0.68117064,0.42074645,0.6791973,0.4009343,0.6971477,0.44571647,0.68890357,0.29401723,0.79250294,0.41196188,0.7636839,0.5471273,0.55078083,0.5399951,0.56618816,0.64192146,0.6223517,0.63969386,0.62986445,0.77886236,0.7620846,0.74315983,0.7690697
Downdog\00000056.jpg,Downdog,0.44249487,0.6450573,0.42580742,0.6380928,0.0,0.0,0.4096695,0.6234384,0.0,0.0,0.41803646,0.5646126,0.5286269,0.58926994,0.38726956,0.5913014,0.0,0.0,0.27718458,0.7605803,0.0,0.0,0.6282877,0.34116903,0.6815638,0.376245,0.66992205,0.49082673,0.7221373,0.53817195,0.83217365,0.6763887,0.8026198,0.70564854
Downdog\00000058.jpg,Downdog,0.36586353,0.540167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32603043,0.50637007,0.34984773,0.45336884,0.29508847,0.63227993,0.32150167,0.52644634,0.21523106,0.7470755,0.2544242,0.6740047,0.44529542,0.2675891,0.4629027,0.27460173,0.55800027,0.4065863,0.6119455,0.39439493,0.6933813,0.56147367,0.69758415,0.5714364
Downdog\00000059.jpg,Downdog,0.37285048,0.76565754,0.3577189,0.76186067,0.37863278,0.7528791,0.32818764,0.7251661,0.37220687,0.70230097,0.32017043,0.6397847,0.38259503,0.5675603,0.2436428,0.74688435,0.0,0.0,0.0,0.0,0.0,0.0,0.52982676,0.21770282,0.56406105,0.22955903,0.7149905,0.36272463,0.70349026,0.3520818,0.8676244,0.55786616,0.8263248,0.55963707
Downdog\00000060.jpg,Downdog,0.36502352,0.7066304,0.35673133,0.67534477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27179942,0.6160352,0.0,0.0,0.16370115,0.7911201,0.324911,0.6382279,0.56819546,0.16956027,0.0,0.0,0.73297864,0.47449145,0.46184048,0.4497322,0.8974438,0.70752114,0.31508815,0.6648647
Downdog\00000061.jpg,Downdog,0.38548058,0.72145,0.37614983,0.7031697,0.0,0.0,0.36782345,0.6442429,0.0,0.0,0.37462047,0.5628016,0.40843377,0.51100785,0.2708314,0.7382425,0.0,0.0,0.15614152,0.8734209,0.0,0.0,0.5885086,0.25603303,0.59685785,0.26732466,0.6891966,0.5612091,0.66626817,0.52473634,0.8800052,0.80489695,0.8177222,0.75842893
Downdog\00000062.jpg,Downdog,0.67743766,0.6289883,0.68855506,0.59762084,0.6747555,0.5937514,0.0,0.0,0.66460437,0.56435287,0.6874073,0.50125015,0.63680357,0.5505761,0.75417316,0.5755156,0.70591927,0.67456883,0.81189173,0.67075104,0.82089543,0.75545293,0.46503323,0.38460058,0.43403438,0.40095815,0.3486334,0.3895652,0.35209054,0.46990222,0.18116757,0.5154752,0.14402935,0.6634876
Downdog\00000067.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.38386637,0.7412354,0.0,0.0,0.37939635,0.69902605,0.42077908,0.6111429,0.29991886,0.8215017,0.0,0.0,0.0,0.0,0.0,0.0,0.52106684,0.4350439,0.54779464,0.42605993,0.6171474,0.3675552,0.6650325,0.34989554,0.8027636,0.70260465,0.89205563,0.7387204
Downdog\00000068.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.36826023,0.66937774,0.0,0.0,0.40464205,0.6032312,0.39390007,0.6445787,0.43533936,0.58075947,0.39800042,0.6746346,0.40755662,0.6572217,0.33430752,0.7735672,0.54732144,0.47029856,0.5403638,0.50411534,0.61560094,0.6267942,0.61211395,0.63560575,0.6935077,0.77777547,0.68882215,0.79034513
Downdog\00000074.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34259933,0.64101624,0.35790733,0.5954132,0.26011458,0.7859278,0.0,0.0,0.13955455,0.9082918,0.0,0.0,0.51979524,0.34051085,0.5104195,0.34301028,0.6735568,0.5326227,0.5989344,0.44970682,0.82624876,0.7663311,0.6671595,0.6520913
Downdog\00000075.jpg,Downdog,0.3223117,0.5025964,0.3109075,0.485188,0.0,0.0,0.31788668,0.44614717,0.0,0.0,0.36922795,0.4432821,0.37075126,0.412915,0.30169922,0.65301687,0.32426605,0.51845056,0.16542637,0.7826793,0.0,0.0,0.6200023,0.28224048,0.6100302,0.30296442,0.7436584,0.4542561,0.7032098,0.47024933,0.8789648,0.69218874,0.7855989,0.6348353
Downdog\00000077.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38296413,0.54938155,0.0,0.0,0.3936348,0.5982258,0.0,0.0,0.22407213,0.84840393,0.0,0.0,0.5521093,0.40239403,0.5551928,0.43409264,0.6246582,0.35688642,0.6454665,0.40494218,0.7858206,0.6770077,0.76572955,0.6608121
Downdog\00000083.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999581,0.67267597,0.5876412,0.6975201,0.0,0.0,0.64495575,0.76654655,0.0,0.0,0.7267288,0.89816475,0.4459552,0.43687156,0.434007,0.4342493,0.37624985,0.6214893,0.32217893,0.6458808,0.31142634,0.7866893,0.20342734,0.86157024
Downdog\00000084.jpg,Downdog,0.36502352,0.7066304,0.35673133,0.67534477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27179942,0.6160352,0.0,0.0,0.16370115,0.7911201,0.324911,0.6382279,0.56819546,0.16956027,0.0,0.0,0.73297864,0.47449145,0.46184048,0.4497322,0.8974438,0.70752114,0.31508815,0.6648647
Downdog\00000085.jpg,Downdog,0.43566966,0.6147904,0.42321223,0.59188944,0.0,0.0,0.41617602,0.5611039,0.0,0.0,0.44061518,0.5361424,0.46394095,0.5089621,0.40734977,0.6981391,0.0,0.0,0.3327405,0.8572533,0.0,0.0,0.6117821,0.3643864,0.6324812,0.38095838,0.6115201,0.41848615,0.6740165,0.43861854,0.7392386,0.7126465,0.77653295,0.73298603
Downdog\00000088.jpg,Downdog,0.44249487,0.6450573,0.42580742,0.6380928,0.0,0.0,0.4096695,0.6234384,0.0,0.0,0.41803646,0.5646126,0.5286269,0.58926994,0.38726956,0.5913014,0.0,0.0,0.27718458,0.7605803,0.0,0.0,0.6282877,0.34116903,0.6815638,0.376245,0.66992205,0.49082673,0.7221373,0.53817195,0.83217365,0.6763887,0.8026198,0.70564854
Downdog\00000089.jpg,Downdog,0.35682893,0.7018511,0.34994236,0.6782851,0.0,0.0,0.35742447,0.5953732,0.0,0.0,0.4143359,0.50653183,0.41402918,0.46133903,0.38446635,0.68533957,0.0,0.0,0.20516053,0.8468677,0.0,0.0,0.61056346,0.21250719,0.5867671,0.20448048,0.71965647,0.4937245,0.6049541,0.43851015,0.8719613,0.7830389,0.6839084,0.70618254
Downdog\00000090.jpg,Downdog,0.67743766,0.6289883,0.68855506,0.59762084,0.6747555,0.5937514,0.0,0.0,0.66460437,0.56435287,0.6874073,0.50125015,0.63680357,0.5505761,0.75417316,0.5755156,0.70591927,0.67456883,0.81189173,0.67075104,0.82089543,0.75545293,0.46503323,0.38460058,0.43403438,0.40095815,0.3486334,0.3895652,0.35209054,0.46990222,0.18116757,0.5154752,0.14402935,0.6634876
Downdog\00000092.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34259933,0.64101624,0.35790733,0.5954132,0.26011458,0.7859278,0.0,0.0,0.13955455,0.9082918,0.0,0.0,0.51979524,0.34051085,0.5104195,0.34301028,0.6735568,0.5326227,0.5989344,0.44970682,0.82624876,0.7663311,0.6671595,0.6520913
Downdog\00000094.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34210083,0.49167585,0.0,0.0,0.27726364,0.6619335,0.0,0.0,0.1835875,0.76615906,0.0,0.0,0.5598927,0.30623487,0.58932763,0.30869293,0.6654126,0.47283968,0.74384904,0.46199304,0.7950589,0.67422944,0.89408666,0.6674959
Downdog\00000097.jpg,Downdog,0.38430053,0.69925964,0.36875895,0.67902493,0.0,0.0,0.35162002,0.6172451,0.0,0.0,0.35827705,0.51985055,0.43204468,0.46970975,0.2855558,0.60502607,0.0,0.0,0.1810205,0.7966802,0.0,0.0,0.60731983,0.21055898,0.6549942,0.2227424,0.62378377,0.5030915,0.7040348,0.5341955,0.7989219,0.69020784,0.9024784,0.7024021
Downdog\00000098.jpg,Downdog,0.37285048,0.76565754,0.3577189,0.76186067,0.37863278,0.7528791,0.32818764,0.7251661,0.37220687,0.70230097,0.32017043,0.6397847,0.38259503,0.5675603,0.2436428,0.74688435,0.0,0.0,0.0,0.0,0.0,0.0,0.52982676,0.21770282,0.56406105,0.22955903,0.7149905,0.36272463,0.70349026,0.3520818,0.8676244,0.55786616,0.8263248,0.55963707
Downdog\00000099.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.38386637,0.7412354,0.0,0.0,0.37939635,0.69902605,0.42077908,0.6111429,0.29991886,0.8215017,0.0,0.0,0.0,0.0,0.0,0.0,0.52106684,0.4350439,0.54779464,0.42605993,0.6171474,0.3675552,0.6650325,0.34989554,0.8027636,0.70260465,0.89205563,0.7387204
Downdog\00000100.jpg,Downdog,0.48437136,0.73564565,0.45850503,0.71858025,0.4867314,0.72233206,0.40504208,0.708987,0.46328503,0.7254237,0.36369866,0.6513495,0.46577805,0.6760041,0.3064453,0.67095727,0.0,0.0,0.0,0.0,0.0,0.0,0.51371753,0.3575795,0.57501155,0.39720637,0.6896219,0.47347423,0.726199,0.51250106,0.87996095,0.7228215,0.8338196,0.7349472
Downdog\00000101.jpg,Downdog,0.0,0.0,0.0,0.0,0.0,0.0,0.36826023,0.66937774,0.0,0.0,0.40464205,0.6032312,0.39390007,0.6445787,0.43533936,0.58075947,0.39800042,0.6746346,0.40755662,0.6572217,0.33430752,0.7735672,0.54732144,0.47029856,0.5403638,0.50411534,0.61560094,0.6267942,0.61211395,0.63560575,0.6935077,0.77777547,0.68882215,0.79034513
Downdog\00000102.jpg,Downdog,0.36891252,0.75154984,0.36941728,0.7416573,0.0,0.0,0.389063,0.7349029,0.0,0.0,0.42786068,0.72490823,0.40148643,0.71045166,0.40786314,0.80522364,0.0,0.0,0.3177757,0.8784308,0.0,0.0,0.57180196,0.60330236,0.5520581,0.6110991,0.65137804,0.68528557,0.6557766,0.67178136,0.74908143,0.8356526,0.7221979,0.83051777
